EmployeeNumber,Attrition,cluster,cluster_reclassificado,confianca,persona
1558,No,1,1,alta,"Risco de attrition, Início de carreira"
1560,No,0,0,alta,Estáveis e engajados
1562,Yes,0,0,alta,Estáveis e engajados
1563,No,0,0,alta,Estáveis e engajados
1564,No,1,1,alta,"Risco de attrition, Início de carreira"
1568,No,0,0,alta,Estáveis e engajados
1569,Yes,1,1,alta,"Risco de attrition, Início de carreira"
1572,Yes,0,0,alta,Estáveis e engajados
1573,Yes,0,0,alta,Estáveis e engajados
1574,No,0,0,alta,Estáveis e engajados
1576,No,1,1,alta,"Risco de attrition, Início de carreira"
1577,No,1,1,alta,"Risco de attrition, Início de carreira"
1578,No,0,0,alta,Estáveis e engajados
1580,No,0,0,alta,Estáveis e engajados
1581,No,1,1,alta,"Risco de attrition, Início de carreira"
1582,No,0,0,alta,Estáveis e engajados
1583,No,1,1,alta,"Risco de attrition, Início de carreira"
1585,No,1,1,alta,"Risco de attrition, Início de carreira"
1586,No,1,1,alta,"Risco de attrition, Início de carreira"
1587,No,1,1,alta,"Risco de attrition, Início de carreira"
1588,No,0,0,alta,Estáveis e engajados
1590,No,1,1,media,"Risco de attrition, Início de carreira"
1591,No,0,0,alta,Estáveis e engajados
1592,No,1,1,media,"Risco de attrition, Início de carreira"
1594,No,0,0,media,Estáveis e engajados
1595,No,1,1,alta,"Risco de attrition, Início de carreira"
1596,No,0,0,alta,Estáveis e engajados
1597,No,0,0,alta,Estáveis e engajados
1598,No,0,0,alta,Estáveis e engajados
1599,No,1,1,media,"Risco de attrition, Início de carreira"
1601,No,1,1,baixa,"Risco de attrition, Início de carreira"
1602,No,0,0,alta,Estáveis e engajados
1604,Yes,1,1,media,"Risco de attrition, Início de carreira"
1605,No,1,1,alta,"Risco de attrition, Início de carreira"
1606,No,0,0,alta,Estáveis e engajados
1607,No,1,1,alta,"Risco de attrition, Início de carreira"
1608,No,1,1,alta,"Risco de attrition, Início de carreira"
1609,No,1,1,media,"Risco de attrition, Início de carreira"
1611,No,1,1,alta,"Risco de attrition, Início de carreira"
1612,No,0,0,alta,Estáveis e engajados
1613,No,0,0,alta,Estáveis e engajados
1614,No,1,1,alta,"Risco de attrition, Início de carreira"
1615,No,0,0,alta,Estáveis e engajados
1617,No,1,1,alta,"Risco de attrition, Início de carreira"
1618,No,0,0,alta,Estáveis e engajados
1619,No,0,0,alta,Estáveis e engajados
1621,No,0,0,media,Estáveis e engajados
1622,No,1,1,alta,"Risco de attrition, Início de carreira"
1623,No,1,1,alta,"Risco de attrition, Início de carreira"
1624,Yes,1,1,alta,"Risco de attrition, Início de carreira"
1625,No,1,1,media,"Risco de attrition, Início de carreira"
1627,No,0,0,alta,Estáveis e engajados
1628,No,0,0,media,Estáveis e engajados
1630,No,0,0,alta,Estáveis e engajados
1631,No,0,0,alta,Estáveis e engajados
1633,No,1,1,alta,"Risco de attrition, Início de carreira"
1635,No,0,0,alta,Estáveis e engajados
1638,No,1,1,alta,"Risco de attrition, Início de carreira"
1639,Yes,0,0,alta,Estáveis e engajados
1640,No,1,1,alta,"Risco de attrition, Início de carreira"
1641,No,1,1,alta,"Risco de attrition, Início de carreira"
1642,No,0,0,alta,Estáveis e engajados
1644,No,0,0,alta,Estáveis e engajados
1645,Yes,0,0,alta,Estáveis e engajados
1646,No,1,1,alta,"Risco de attrition, Início de carreira"
1647,No,1,1,alta,"Risco de attrition, Início de carreira"
1648,No,1,1,alta,"Risco de attrition, Início de carreira"
1649,Yes,1,1,alta,"Risco de attrition, Início de carreira"
1650,No,0,0,alta,Estáveis e engajados
1651,No,1,1,alta,"Risco de attrition, Início de carreira"
1653,No,0,0,alta,Estáveis e engajados
1654,No,0,0,baixa,Estáveis e engajados
1655,No,1,1,alta,"Risco de attrition, Início de carreira"
1656,No,0,0,baixa,Estáveis e engajados
1657,No,1,1,alta,"Risco de attrition, Início de carreira"
1658,No,1,1,media,"Risco de attrition, Início de carreira"
1659,No,1,1,alta,"Risco de attrition, Início de carreira"
1661,No,0,0,alta,Estáveis e engajados
1662,No,1,1,alta,"Risco de attrition, Início de carreira"
1664,No,0,0,alta,Estáveis e engajados
1665,No,1,1,media,"Risco de attrition, Início de carreira"
1666,No,0,0,alta,Estáveis e engajados
1667,Yes,0,0,alta,Estáveis e engajados
1668,No,0,0,alta,Estáveis e engajados
1669,No,0,0,alta,Estáveis e engajados
1670,No,0,0,alta,Estáveis e engajados
1671,No,0,0,alta,Estáveis e engajados
1673,No,0,0,alta,Estáveis e engajados
1674,No,1,1,alta,"Risco de attrition, Início de carreira"
1675,No,1,1,alta,"Risco de attrition, Início de carreira"
1676,No,0,0,baixa,Estáveis e engajados
1677,No,0,0,baixa,Estáveis e engajados
1678,No,0,0,alta,Estáveis e engajados
1680,No,0,0,media,Estáveis e engajados
1681,No,0,0,alta,Estáveis e engajados
1682,No,0,0,alta,Estáveis e engajados
1683,No,1,1,alta,"Risco de attrition, Início de carreira"
1684,Yes,1,1,alta,"Risco de attrition, Início de carreira"
1687,No,1,1,alta,"Risco de attrition, Início de carreira"
1689,No,0,0,baixa,Estáveis e engajados
1691,Yes,0,0,alta,Estáveis e engajados
1692,Yes,1,1,alta,"Risco de attrition, Início de carreira"
1693,No,1,1,alta,"Risco de attrition, Início de carreira"
1694,No,1,1,alta,"Risco de attrition, Início de carreira"
1696,No,0,0,alta,Estáveis e engajados
1697,No,1,1,alta,"Risco de attrition, Início de carreira"
1698,No,0,0,alta,Estáveis e engajados
1700,No,0,0,alta,Estáveis e engajados
1701,No,1,1,alta,"Risco de attrition, Início de carreira"
1702,Yes,0,0,alta,Estáveis e engajados
1703,No,0,0,alta,Estáveis e engajados
1704,No,1,1,alta,"Risco de attrition, Início de carreira"
1706,No,0,0,alta,Estáveis e engajados
1707,No,1,1,alta,"Risco de attrition, Início de carreira"
1708,No,0,0,alta,Estáveis e engajados
1709,No,1,1,alta,"Risco de attrition, Início de carreira"
1710,No,0,0,media,Estáveis e engajados
1712,No,0,0,alta,Estáveis e engajados
1714,Yes,0,0,baixa,Estáveis e engajados
1716,Yes,0,0,alta,Estáveis e engajados
1718,No,1,1,baixa,"Risco de attrition, Início de carreira"
1719,No,1,1,alta,"Risco de attrition, Início de carreira"
1720,No,1,1,baixa,"Risco de attrition, Início de carreira"
1721,No,1,1,media,"Risco de attrition, Início de carreira"
1722,No,0,0,alta,Estáveis e engajados
1724,No,1,1,alta,"Risco de attrition, Início de carreira"
1725,No,1,1,alta,"Risco de attrition, Início de carreira"
1727,No,1,1,baixa,"Risco de attrition, Início de carreira"
1728,No,0,0,alta,Estáveis e engajados
1729,No,1,1,baixa,"Risco de attrition, Início de carreira"
1731,No,0,0,alta,Estáveis e engajados
1732,No,0,0,alta,Estáveis e engajados
1733,Yes,0,0,alta,Estáveis e engajados
1734,Yes,0,0,alta,Estáveis e engajados
1735,No,1,1,alta,"Risco de attrition, Início de carreira"
1736,No,1,1,alta,"Risco de attrition, Início de carreira"
1737,No,0,0,alta,Estáveis e engajados
1739,No,0,0,alta,Estáveis e engajados
1740,No,0,0,alta,Estáveis e engajados
1744,No,1,1,media,"Risco de attrition, Início de carreira"
1745,No,1,1,alta,"Risco de attrition, Início de carreira"
1746,No,0,0,media,Estáveis e engajados
1747,Yes,1,1,alta,"Risco de attrition, Início de carreira"
1749,No,0,0,alta,Estáveis e engajados
1751,No,1,1,alta,"Risco de attrition, Início de carreira"
1752,Yes,1,1,alta,"Risco de attrition, Início de carreira"
1753,No,1,1,alta,"Risco de attrition, Início de carreira"
1754,No,0,0,alta,Estáveis e engajados
1755,No,1,1,media,"Risco de attrition, Início de carreira"
1756,No,0,0,alta,Estáveis e engajados
1757,No,1,1,alta,"Risco de attrition, Início de carreira"
1758,Yes,1,1,alta,"Risco de attrition, Início de carreira"
1760,No,1,1,alta,"Risco de attrition, Início de carreira"
1761,Yes,0,0,alta,Estáveis e engajados
1762,No,1,1,alta,"Risco de attrition, Início de carreira"
1763,No,0,0,alta,Estáveis e engajados
1764,No,1,1,alta,"Risco de attrition, Início de carreira"
1766,No,0,0,baixa,Estáveis e engajados
1767,Yes,1,1,alta,"Risco de attrition, Início de carreira"
1768,No,1,1,baixa,"Risco de attrition, Início de carreira"
1770,No,0,0,alta,Estáveis e engajados
1771,No,1,1,baixa,"Risco de attrition, Início de carreira"
1772,No,1,1,alta,"Risco de attrition, Início de carreira"
1774,No,0,0,alta,Estáveis e engajados
1775,No,1,1,alta,"Risco de attrition, Início de carreira"
1778,No,1,1,baixa,"Risco de attrition, Início de carreira"
1779,No,0,0,media,Estáveis e engajados
1780,Yes,1,1,alta,"Risco de attrition, Início de carreira"
1782,No,1,1,baixa,"Risco de attrition, Início de carreira"
1783,Yes,1,1,alta,"Risco de attrition, Início de carreira"
1784,No,0,0,alta,Estáveis e engajados
1786,No,1,1,alta,"Risco de attrition, Início de carreira"
1787,No,0,0,alta,Estáveis e engajados
1789,No,0,0,media,Estáveis e engajados
1790,No,0,0,alta,Estáveis e engajados
1792,Yes,1,1,alta,"Risco de attrition, Início de carreira"
1794,No,0,0,alta,Estáveis e engajados
1797,Yes,0,0,alta,Estáveis e engajados
1798,No,0,0,alta,Estáveis e engajados
1799,No,1,1,media,"Risco de attrition, Início de carreira"
1800,No,1,1,alta,"Risco de attrition, Início de carreira"
1801,No,0,0,alta,Estáveis e engajados
1802,No,1,1,alta,"Risco de attrition, Início de carreira"
1803,No,1,1,media,"Risco de attrition, Início de carreira"
1804,No,0,0,alta,Estáveis e engajados
1805,No,0,0,alta,Estáveis e engajados
1807,Yes,0,0,alta,Estáveis e engajados
1809,Yes,1,1,baixa,"Risco de attrition, Início de carreira"
1812,No,0,0,alta,Estáveis e engajados
1813,No,1,1,alta,"Risco de attrition, Início de carreira"
1814,No,1,1,alta,"Risco de attrition, Início de carreira"
1815,No,0,0,alta,Estáveis e engajados
1816,No,1,1,alta,"Risco de attrition, Início de carreira"
1818,Yes,1,1,alta,"Risco de attrition, Início de carreira"
1821,Yes,0,0,baixa,Estáveis e engajados
1822,No,1,1,alta,"Risco de attrition, Início de carreira"
1823,No,0,0,alta,Estáveis e engajados
1824,No,0,0,alta,Estáveis e engajados
1826,No,1,1,baixa,"Risco de attrition, Início de carreira"
1827,No,0,0,media,Estáveis e engajados
1829,No,0,0,baixa,Estáveis e engajados
1830,No,1,1,alta,"Risco de attrition, Início de carreira"
1833,No,0,0,alta,Estáveis e engajados
1834,No,1,1,alta,"Risco de attrition, Início de carreira"
1835,No,0,0,alta,Estáveis e engajados
1836,No,0,0,alta,Estáveis e engajados
1837,No,0,0,alta,Estáveis e engajados
1839,No,1,1,alta,"Risco de attrition, Início de carreira"
1842,Yes,1,1,media,"Risco de attrition, Início de carreira"
1844,Yes,1,1,alta,"Risco de attrition, Início de carreira"
1845,No,0,0,alta,Estáveis e engajados
1847,No,1,1,alta,"Risco de attrition, Início de carreira"
1849,No,0,0,alta,Estáveis e engajados
1850,No,1,1,alta,"Risco de attrition, Início de carreira"
1852,No,0,0,alta,Estáveis e engajados
1853,No,0,0,media,Estáveis e engajados
1854,No,0,0,baixa,Estáveis e engajados
1856,No,1,1,alta,"Risco de attrition, Início de carreira"
1857,No,0,0,alta,Estáveis e engajados
1858,No,0,0,alta,Estáveis e engajados
1859,No,0,0,alta,Estáveis e engajados
1860,No,1,1,alta,"Risco de attrition, Início de carreira"
1862,Yes,0,0,alta,Estáveis e engajados
1863,No,0,0,alta,Estáveis e engajados
1864,No,0,0,alta,Estáveis e engajados
1865,No,1,1,alta,"Risco de attrition, Início de carreira"
1866,No,1,1,media,"Risco de attrition, Início de carreira"
1867,No,0,0,alta,Estáveis e engajados
1868,Yes,1,1,alta,"Risco de attrition, Início de carreira"
1869,Yes,0,0,alta,Estáveis e engajados
1870,No,1,1,alta,"Risco de attrition, Início de carreira"
1871,No,1,1,baixa,"Risco de attrition, Início de carreira"
1873,No,1,1,alta,"Risco de attrition, Início de carreira"
1875,No,1,1,alta,"Risco de attrition, Início de carreira"
1876,Yes,1,1,alta,"Risco de attrition, Início de carreira"
1878,Yes,1,1,alta,"Risco de attrition, Início de carreira"
1880,No,0,0,alta,Estáveis e engajados
1881,No,1,1,baixa,"Risco de attrition, Início de carreira"
1882,No,0,0,alta,Estáveis e engajados
1883,No,1,1,alta,"Risco de attrition, Início de carreira"
1885,No,1,1,media,"Risco de attrition, Início de carreira"
1886,No,1,1,alta,"Risco de attrition, Início de carreira"
1888,No,1,1,media,"Risco de attrition, Início de carreira"
1890,No,1,1,alta,"Risco de attrition, Início de carreira"
1892,No,0,0,alta,Estáveis e engajados
1893,No,1,1,alta,"Risco de attrition, Início de carreira"
1898,No,0,0,alta,Estáveis e engajados
1900,No,0,0,alta,Estáveis e engajados
1903,No,0,0,baixa,Estáveis e engajados
1905,Yes,1,1,alta,"Risco de attrition, Início de carreira"
1907,Yes,1,1,alta,"Risco de attrition, Início de carreira"
1908,No,0,0,alta,Estáveis e engajados
1909,No,0,0,alta,Estáveis e engajados
1911,No,0,0,alta,Estáveis e engajados
1912,No,0,0,alta,Estáveis e engajados
1915,No,0,0,alta,Estáveis e engajados
1916,No,1,1,alta,"Risco de attrition, Início de carreira"
1918,No,0,0,alta,Estáveis e engajados
1922,No,1,1,alta,"Risco de attrition, Início de carreira"
1924,No,0,0,alta,Estáveis e engajados
1927,No,0,0,alta,Estáveis e engajados
1928,Yes,1,1,alta,"Risco de attrition, Início de carreira"
1929,No,0,0,alta,Estáveis e engajados
1931,No,1,1,media,"Risco de attrition, Início de carreira"
1932,No,0,0,alta,Estáveis e engajados
1933,Yes,1,1,alta,"Risco de attrition, Início de carreira"
1934,No,0,0,alta,Estáveis e engajados
1935,No,0,0,alta,Estáveis e engajados
1936,No,0,0,alta,Estáveis e engajados
1937,No,1,1,alta,"Risco de attrition, Início de carreira"
1938,No,1,1,baixa,"Risco de attrition, Início de carreira"
1939,Yes,1,1,alta,"Risco de attrition, Início de carreira"
1940,No,1,1,alta,"Risco de attrition, Início de carreira"
1941,No,0,0,alta,Estáveis e engajados
1943,No,0,0,alta,Estáveis e engajados
1944,Yes,1,1,alta,"Risco de attrition, Início de carreira"
1945,No,0,0,alta,Estáveis e engajados
1947,No,1,1,alta,"Risco de attrition, Início de carreira"
1948,No,1,1,alta,"Risco de attrition, Início de carreira"
1949,No,1,1,baixa,"Risco de attrition, Início de carreira"
1950,No,0,0,alta,Estáveis e engajados
1951,No,0,0,alta,Estáveis e engajados
1952,No,1,1,baixa,"Risco de attrition, Início de carreira"
1954,No,0,0,alta,Estáveis e engajados
1955,No,1,1,alta,"Risco de attrition, Início de carreira"
1956,No,0,0,alta,Estáveis e engajados
1960,Yes,0,0,baixa,Estáveis e engajados
1961,No,1,1,baixa,"Risco de attrition, Início de carreira"
1962,No,0,0,alta,Estáveis e engajados
1965,No,0,0,alta,Estáveis e engajados
1966,No,1,1,alta,"Risco de attrition, Início de carreira"
1967,Yes,0,0,alta,Estáveis e engajados
1968,Yes,0,0,alta,Estáveis e engajados
1969,No,1,1,alta,"Risco de attrition, Início de carreira"
1970,No,0,0,alta,Estáveis e engajados
1971,No,0,0,alta,Estáveis e engajados
1972,No,0,0,alta,Estáveis e engajados
1973,No,0,0,alta,Estáveis e engajados
1974,No,1,1,alta,"Risco de attrition, Início de carreira"
1975,No,0,0,alta,Estáveis e engajados
1976,No,1,1,alta,"Risco de attrition, Início de carreira"
1979,No,0,0,alta,Estáveis e engajados
1980,No,1,1,alta,"Risco de attrition, Início de carreira"
1981,No,1,1,alta,"Risco de attrition, Início de carreira"
1982,No,1,1,alta,"Risco de attrition, Início de carreira"
1985,No,0,0,alta,Estáveis e engajados
1986,No,0,0,alta,Estáveis e engajados
1987,No,1,1,alta,"Risco de attrition, Início de carreira"
1989,No,0,0,alta,Estáveis e engajados
1992,No,1,1,alta,"Risco de attrition, Início de carreira"
1993,No,0,0,media,Estáveis e engajados
1994,No,1,1,alta,"Risco de attrition, Início de carreira"
1995,No,0,0,alta,Estáveis e engajados
1996,No,0,0,alta,Estáveis e engajados
1997,No,0,0,alta,Estáveis e engajados
1998,No,1,1,alta,"Risco de attrition, Início de carreira"
1999,No,1,1,baixa,"Risco de attrition, Início de carreira"
2000,No,0,0,alta,Estáveis e engajados
2003,No,0,0,alta,Estáveis e engajados
2007,No,1,1,alta,"Risco de attrition, Início de carreira"
2008,No,1,1,alta,"Risco de attrition, Início de carreira"
2009,No,0,0,media,Estáveis e engajados
2010,No,1,1,alta,"Risco de attrition, Início de carreira"
2012,No,1,1,alta,"Risco de attrition, Início de carreira"
2013,No,0,0,alta,Estáveis e engajados
2014,No,1,1,alta,"Risco de attrition, Início de carreira"
2015,No,0,0,baixa,Estáveis e engajados
2016,No,0,0,alta,Estáveis e engajados
2017,No,0,0,alta,Estáveis e engajados
2018,No,0,0,alta,Estáveis e engajados
2019,No,0,0,alta,Estáveis e engajados
2020,No,1,1,alta,"Risco de attrition, Início de carreira"
2021,No,1,1,media,"Risco de attrition, Início de carreira"
2022,No,1,1,alta,"Risco de attrition, Início de carreira"
2023,Yes,0,0,alta,Estáveis e engajados
2024,No,0,0,alta,Estáveis e engajados
2025,No,1,1,alta,"Risco de attrition, Início de carreira"
2026,No,0,0,alta,Estáveis e engajados
2027,Yes,0,0,media,Estáveis e engajados
2031,No,0,0,alta,Estáveis e engajados
2032,Yes,0,0,alta,Estáveis e engajados
2034,No,1,1,media,"Risco de attrition, Início de carreira"
2035,No,0,0,alta,Estáveis e engajados
2036,No,0,0,alta,Estáveis e engajados
2037,No,0,0,alta,Estáveis e engajados
2038,No,1,1,alta,"Risco de attrition, Início de carreira"
2040,No,1,1,alta,"Risco de attrition, Início de carreira"
2041,No,0,0,alta,Estáveis e engajados
2044,Yes,0,0,alta,Estáveis e engajados
2045,No,0,0,alta,Estáveis e engajados
2046,No,1,1,media,"Risco de attrition, Início de carreira"
2048,No,1,1,alta,"Risco de attrition, Início de carreira"
2049,No,0,0,alta,Estáveis e engajados
2051,No,1,1,alta,"Risco de attrition, Início de carreira"
2052,No,1,1,alta,"Risco de attrition, Início de carreira"
2053,No,0,0,alta,Estáveis e engajados
2054,No,1,1,alta,"Risco de attrition, Início de carreira"
2055,Yes,0,0,alta,Estáveis e engajados
2056,No,0,0,alta,Estáveis e engajados
2057,No,1,1,alta,"Risco de attrition, Início de carreira"
2060,No,1,1,alta,"Risco de attrition, Início de carreira"
2061,No,0,0,alta,Estáveis e engajados
2062,No,0,0,alta,Estáveis e engajados
2064,No,0,0,baixa,Estáveis e engajados
2065,No,0,0,alta,Estáveis e engajados
2068,No,0,0,baixa,Estáveis e engajados
